execution_number,input_class_name,input_class_stereotype
1,Atividade,kind
2,Atividade_Extraordinária,kind
3,Atividade_Financeira,kind
4,Atividade_Não_Operacional,kind
5,Atividade_Operacional,kind
6,Atividade_Ordinária,kind
7,Exploração_Utilidades,kind
8,Exploração_da_Faixa_de_Domínio_com_Receita,kind
9,Exploração_de_Acesso,kind
10,Exploração_de_FD_com_Projeto_de_Engenharia,kind
11,Exploração_de_Faixa_de_Domínio,kind
12,Exploração_de_Faixa_de_Domínio_Especial,kind
13,Exploração_de_Faixa_de_Domínio_sem_Receita,kind
14,Exploração_de_Publicidade,kind
15,Fonte_de_Receita_Rodoviária,kind
16,Indenização_de_Extinção_de_Concessão,kind
17,Pagamento_de_Pedágio,kind
18,Receita_Acessória,kind
19,Receita_Alternativa,kind
20,Receita_Complementar,kind
21,Receita_Rodoviária_Extraordinária,kind
22,Receita_Rodoviária_Ordinária,kind
23,Receita_de_Aplicações_Financeiras,kind
24,Receita_de_Convênio,kind
25,Receita_de_Projeto_Associado,kind
26,Venda_de_Ativo,kind
27,Venda_de_Sucata,kind
