execution_number,input_class_name,input_class_stereotype
1,Ampliação_de_Capacidade,subkind
2,Complementação_de_Obras_do_DNIT,subkind
3,Condicional_por_VDM,subkind
4,Condicional_por_VDM_ou_Prazo,subkind
5,Conservação_Corretiva_Rotineira,subkind
6,Conservação_Preventiva_Períodica,subkind
7,Conservação_da_Rodovia,subkind
8,Correção_Emergencial,subkind
9,Item_Condicional,subkind
10,Item_Não_Obrigatório,subkind
11,Item_Obrigatório,subkind
12,Item_de_Canteiro_Central_e_Faixa_de_Domínio,subkind
13,Item_de_Edificação_e_Instalação_Operacional,subkind
14,Item_de_Elemento_de_Proteção_e_Segurança,subkind
15,Item_de_Obras_de_Arte_Especiais,subkind
16,Item_de_Operação,subkind
17,Item_de_Pavimento,subkind
18,Item_de_Sistema_Elétrico_e_de_Iluminação,subkind
19,Item_de_Sistema_de_Drenagem_e_Obra_de_Arte_Corrente,subkind
20,Item_de_Terraplenos_e_Estruturas_de_Contenção,subkind
21,Item_do_PER,kind
22,Item_do_PER_Adicionado,role
23,Item_do_PER_Alterado,role
24,Item_do_PER_Excluído,role
25,Item_do_PER_Revisado,role
26,Item_do_PER_com_Obra,role
27,Melhoramento_da_Rodovia,subkind
28,Melhoria_Física_e_Operacional,subkind
29,Monitoração_da_Rodovia,subkind
30,Operação_da_Rodovia,subkind
31,Recuperação_da_Rodovia,subkind
