execution_number,input_class_name,input_class_stereotype
1,Acionista,rolemixin
2,Acionista_Votante,rolemixin
3,Agente,subkind
4,Agente_da_ANTT,subkind
5,Agente_de_Órgão_Conveniado,subkind
6,Agência_Reguladora,subkind
7,Agência_Reguladora_Autorizatária_de_Obra,role
8,Agência_Reguladora_Convenente,role
9,Arrendador_Financeiro,rolemixin
10,Arrendador_Operacional,rolemixin
11,Autor_de_ATe_por_N._de_Infração,role
12,Autor_de_Representação,rolemixin
13,Autorizatária,role
14,Autorizatária_Especial,role
15,Autorizatária_de_TRIIP_por_Fretamento,role
16,Autorizatária_de_TT,role
17,Avô,role
18,Beneficiário,rolemixin
19,Bisavô,role
20,Bisneto,role
21,Cartório,subkind
22,Companheiro,role
23,Comprador,rolemixin
24,Comprador_Sucata,rolemixin
25,Comprador_de_Ativo,rolemixin
26,Concessionária,subkind
27,Concessionária_Ferroviária,subkind
28,Concessionária_Rodoviária,subkind
29,Concessionária_Rodoviária_Compradora,role
30,Concessionária_Rodoviária_Convenente,role
31,Concessionária_Rodoviária_Cotadora,role
32,Concessionária_Rodoviária_Fiscalizada,role
33,Concessionária_Rodoviária_Segurada,role
34,Concessionária_Rodoviária_Solicitada,role
35,Concessionária_Rodoviária_com_TRO,role
36,Contrato_de_Prestação_de_ST_Fiscalizado,role
37,Contrato_de_Prestação_de_Serviço_de_Transporte,kind
38,Convenente,role
39,Convenente_Responsável_por_Serviço_Delegado,role
40,Cotador,rolemixin
41,ETRP_Autorizatária_em_RE,role
42,ETRP_de_Fretamento_Contínuo,role
43,ETRP_de_Fretamento_ET,role
44,Emissora_de_Debênture,role
45,Empresa,subkind
46,Empresa_Limitada,role
47,Empresa_Originária_de_Licitação,mixin
48,Empresa_Participante_em_Consórcio,role
49,Empresa_Regulada,category
50,Empresa_Regulada_Fiscalizada,role
51,Empresa_SA_Regular,role
52,Empresa_com_AFAC,role
53,Empresa_com_Capital_de_Terceiros,role
54,Empresa_com_Reserva,role
55,Engenheiro_Responsável,role
56,Entidade_Pública,subkind
57,Entidade_Pública_em_CA,role
58,Entidade_Pública_em_CA_Solicitante,role
59,Entidade_Pública_em_CCT,role
60,Entidade_Recolhedora_de_Impostos,role
61,Entidade_Responsável_por_Extinção,role
62,Ex-companheiro,role
63,Expedidor,rolemixin
64,Filho,role
65,Fiscal,subkind
66,Fiscal_2,role
67,Fiscal_Autuador,role
68,Fiscal_Conveniado,subkind
69,Fiscal_Conveniado_2,subkind
70,Fiscal_da_ANTT,subkind
71,Fiscal_em_Fiscalização_Individual,role
72,Fiscal_em_Fiscalização_em_Equipe,role
73,Fiscal_que_Recebe_Obra,role
74,Fonte_de_Capital,rolemixin
75,Fornecedor,rolemixin
76,Fornecedor_de_Compra,rolemixin
77,Infrator,rolemixin
78,Infrator_Reincidente,role
79,Infrator_com_RE,role
80,Infrator_com_RG,role
81,Infrator_por_InPraTe,role
82,Infrator_por_InPraTe_Concessionária,role
83,Infrator_por_InPraTe_com_TAC,role
84,Infrator_por_InPraTe_com_TRO,role
85,Infrator_por_InPraTo,role
86,Integrante_de_Equipe_de_Fiscalização,role
87,Interventor,rolemixin
88,Interventor_Concessionária,role
89,Interventor_Conveniado,role
90,Interventor_Poder_Público,role
91,Irmão,role
92,Líder_de_Equipe_de_Fiscalização,role
93,Manifestante,rolemixin
94,Neto,role
95,Objeto_Fiscalizado,mixin
96,Operadora_de_MP_Fiscalizada,role
97,Operadora_de_Meio_de_Pagamento,subkind
98,Outorgado,mixin
99,Outorgante,role
100,Pagante,rolemixin
101,Pai,role
102,Parente,role
103,Parente_Direto,role
104,Parente_de_1º_Grau,role
105,Parente_de_2º_Grau,role
106,Parente_de_3º_Grau,role
107,Parente_de_4º_Grau_ou_Maior,role
108,Parente_em_Linha_Colateral,role
109,Parente_em_Linha_Reta,role
110,Parente_por_Afinidade,role
111,Permissionária,role
112,Pessoa,category
113,Pessoa_Física,kind
114,Pessoa_Jurídica,kind
115,Pessoa_com_Imóvel,rolemixin
116,Pessoa_com_TAC,rolemixin
117,Poder_Público,kind
118,Primo,role
119,Produtor,rolemixin
120,Produtor_de_Serviço,role
121,Proprietário_de_Veículo,rolemixin
122,Provedor_de_Serviço,mixin
123,Representante_da_Convenente,role
124,Responsável_Técnico,role
125,Responsável_pela_Lavratura_de_TRO,role
126,Responsável_pela_Verificação_de_TRO,role
127,Responsável_por_Adiantamento,rolemixin
128,Responsável_por_Aporte,rolemixin
129,Responsável_por_Serviço_Delegado,role
130,Seguradora,subkind
131,Sobrinho,role
132,Sobrinho-neto,role
133,Sociedade_Anônima,mixin
134,Sociedade_de_Propósito_Específico,subkind
135,Solicitado,rolemixin
136,Solicitante,rolemixin
137,Sócio,rolemixin
138,Sócio_LTDA,rolemixin
139,Tio,role
140,Tio-avô,role
141,Transportador,rolemixin
142,Vendedor,rolemixin
143,Órgão,category
144,Órgão_Conveniado,role
145,Órgão_Conveniado_Fiscalizador,role
146,Órgão_Privado,kind
147,Órgão_Público,category
148,Órgão_Público_com_CNPJ,subkind
149,Órgão_Público_sem_CNPJ,kind
150,Órgão_Responsável_por_Fiscalização,role
