class_name,class_original_classification,classification_final_list
A-FP,category,can
A_-_LPF_Source_Connected,role,can
A_-_Layer_Processor_Sink_Connected,role,is
A_Sk_-_Termination_Sink_Connected,role,is
A_Sk_-_Uni_Matrix_Connected,role,can
A_Sk_-_Uni_Subnetwork_Connected,role,is
A_Sk_Input_-_Sk_AP_Bound,role,can
A_Sk_Output_-_A-FP_Bound,role,is
A_Sk_Output_-_Sk_A-FEP_Bound,role,is
A_Sk_Output_-_Sk_LP-FP_Bound,role,is
A_Sk_Output_-_Sk_M-FP_Bound,role,is
A_Sk_Output_-_Sk_SN-FP_Bound,role,can
A_So_-_Adaptation_Sink_Connected,role,is
A_So_-_Termination_Source_Connected,role,is
A_So_-_Uni_Matrix_Connected,role,is
A_So_-_Uni_Subnetwork_Connected,role,is
A_So_Input_-_A-FP_Bound,role,is
A_So_Input_-_So_A-FEP_Bound,role,is
A_So_Input_-_So_L-FP_Bound,role,is
A_So_Input_-_So_M-FP_Bound,role,can
A_So_Input_-_So_SN-FP_Bound,role,is
A_So_Output_-_So_AP_Bound,role,is
Access_Group,kind,is
Access_Point,category,is
Access_Transport_Entity,kind,is
Active_Bidirectional_AP,role,is
Active_Bidirectional_PM-FEP_-_PM_LC_Connected,role,is
Active_Bidirectional_PM-FEP_-_PM_NC_Connected,role,is
Active_Bidirectional_Path_FEP_-_Path_NC_Connected,rolemixin,can
Active_End_Bidirectional_SN-FEP,role,is
Active_Intermediate_Bidirectional_M-FP,role,is
Active_Intermediate_Bidirectional_SN-FP,role,is
Active_Path_Bidirectional_M-FEP,role,is
Active_Path_Bidirectional_M-FP,role,is
Active_Path_Bidirectional_SN-FEP,role,is
Active_Path_Bidirectional_SN-FP,role,is
Active_Possible_Bi_LC_Connected_RP,rolemixin,is
Active_Sink_AP,role,can
Active_Sk_M-FEP_-_Sk_MC_connected,role,is
Active_Sk_M-FP_-_Int_MC_connected,role,can
Active_Sk_M-FP_-_Sk_MC_connected,role,can
Active_Sk_PM-FEP_-_PM_LC_connected,role,is
Active_Sk_PM-FEP_-_PM_NC_connected,role,is
Active_Sk_Path-FEP_-_Path_NC_connected,rolemixin,is
Active_Sk_SN-FEP_-_End_CFTE_connected,role,is
Active_Sk_SN-FEP_-_Sk_CFTE_connected,role,is
Active_Sk_SN-FP_-_Int_CFTE_connected,role,can
Active_Sk_SN-FP_-_Sk_CFTE_connected,role,is
Active_So_M-FEP_-_So_MC_connected,role,is
Active_So_M-FP_-_Int_MC_connected,role,can
Active_So_M-FP_-_So_MC_connected,role,is
Active_So_PM-FEP_-_PM_LC_connected,role,is
Active_So_PM-FEP_-_PM_NC_connected,role,is
Active_So_Path-FEP_-_Path_NC_connected,rolemixin,can
Active_So_SN-FEP_-_End_CFTE_connected,role,is
Active_So_SN-FEP_-_So_CFTE_connected,role,is
Active_So_SN-FP_-_Int_CFTE_connected,role,is
Active_So_SN-FP_-_So_CFTE_connected,role,is
Active_Source_AP,role,is
Adaptation_Function,kind,is
Adaptation_Sink,subkind,is
Adaptation_Sink_-_A_So_Connected,role,is
Adaptation_Sink_-_T_Sk_Connected,role,is
Adaptation_Sink_Input,kind,can
Adaptation_Sink_Output,kind,is
Adaptation_Sk_Bidirectional_Component,subkind,is
Adaptation_So_Bidirectional_Component,subkind,is
Adaptation_Source,subkind,can
Adaptation_Source_-_T_So_Connected,role,is
Adaptation_Source_Input,kind,is
Adaptation_Source_Output,kind,can
Ag_PM_-_Bidirectional_Termination_Connected,role,is
Aggregated_Physical_Media,kind,can
Architectural_Component,category,is
Bi_A_-_Bi_Matrix_Connected,role,is
Bi_A_-_Bi_Subnetwork_Connected,role,is
Bi_A_-_Bidirectional_Termination_Connected,role,is
Bi_End_CFTE,subkind,is
Bi_Intermediate_CFTE,subkind,is
Bi_Intermediate_MC,subkind,is
Bi_M_-_Bidirectional_Termination_Connected,role,is
Bi_Matrix_-_A_Bi_Connected,role,can
Bi_PM_LC,subkind,can
Bi_Path_CFTE,subkind,is
Bi_Path_LC,subkind,is
Bi_Path_MC,subkind,can
Bi_SN_-_Bidirectional_Termination_Connected,role,is
Bi_Subnetwork_-_A_Bi_Connected,role,is
Bi_Termination_-_Bidirectional_A_Connected,role,can
Bidirectional_A-FEP,kind,is
Bidirectional_A-FP,kind,can
Bidirectional_AP,kind,is
Bidirectional_Access_Transport_Entity,subkind,can
Bidirectional_Adaptation,subkind,is
Bidirectional_Adaptation_-_Bi_A_Connected,role,is
Bidirectional_Adaptation_-_Bi_T_Connected,role,is
Bidirectional_Adaptation_-_LPF_Bi_Connected,role,can
Bidirectional_CFTE,subkind,is
Bidirectional_Connected_Subnetwork,role,is
Bidirectional_FEP,category,is
Bidirectional_LC,subkind,is
Bidirectional_LPF_-_Bi_Termination_Connected,role,is
Bidirectional_Layer_Processor_-_A_Bi_Connected,role,is
Bidirectional_Layer_Processor_Function,kind,is
Bidirectional_M-FEP,kind,is
Bidirectional_M-FP,kind,is
Bidirectional_MC,subkind,is
Bidirectional_Matrix,kind,is
Bidirectional_NC,subkind,is
Bidirectional_PM-FEP,kind,can
Bidirectional_PM_NC,subkind,is
Bidirectional_Path_FEP,category,can
Bidirectional_Path_NC,subkind,is
Bidirectional_SN-FEP,kind,is
Bidirectional_SN-FP,kind,is
Bidirectional_Sink-Source_Matrix,subkind,is
Bidirectional_Termination,subkind,is
Bidirectional_Termination_-_Ag_PM_Connected,role,is
Bidirectional_Termination_-_Bi_A_Connected,role,is
Bidirectional_Termination_-_Bi_LPF_Connection,role,is
Bidirectional_Termination_-_Bi_M_Connected,role,is
Bidirectional_Termination_-_Bi_SN_Connected,role,is
Bound_Input-Output,rolemixin,is
Bound_Transport_Function,rolemixin,is
Channel_Forwarding_Transport_Entity,kind,is
Co-located_Termination,phase,can
Component_LPF,role,is
Component_Matrix,rolemixin,is
Component_Subnetwork,role,is
Composed_AG,subkind,is
Composed_Topological_Layer,role,is
Connected_Reference_Point,rolemixin,is
Connected_Relatable_TC,rolemixin,is
Connected_Unidirectional_Matrix,role,is
Defined_Geographical_Element,category,is
Directly_Bound_Reference_Point,category,is
Directly_Connected_Transport_Entity,category,can
Egress_LC,rolemixin,is
Egress_MC_Sk,role,is
Egress_MC_Sk-So,role,is
Egress_MC_So,role,is
Egress_SN_Sk,role,is
Egress_SN_Sk-So,role,is
Egress_SN_Sk-So_2,role,is
Egress_SN_So,role,is
End_CFTE,subkind,can
End_CFTE_Bi_Component,role,is
Forwarding_End_Point,category,is
Forwarding_Function,kind,can
Forwarding_Function_CFTE,subkind,is
Forwarding_Function_CFTE_Sk,role,is
Forwarding_Function_CFTE_Sk-So,role,is
Forwarding_Function_CFTE_So,role,is
Forwarding_Function_CFTE_So-Sk,role,is
Forwarding_Function_LC,subkind,is
Forwarding_Function_LC_Connected,role,is
Forwarding_Function_Matrix,subkind,is
Forwarding_Function_Sk-So_Connected,role,can
