class_name,class_original_classification,classification_final_list
Active_Car_Rental_Agreement,phase,is
Adult,phase,can
Branch,subkind,is
Car,kind,is
Car_Agency,subkind,can
Car_Manufacturer,role,is
Car_Needing_Maintenance,phase,can
Car_Needing_Repair,phase,is
Car_Rental_Agreement,kind,is
Car_Rental_Agreement_Closed_With_Damage,role,is
Car_Returned_with_Damage,role,is
Car_Scheduled_for_Maintenance,role,can
Car_Scheduled_for_Repair,role,is
Cargo_Car,subkind,can
Child,role,is
Closed_Car_Rental_Agreement,phase,is
Corporate_Customer,role,can
Customer,rolemixin,is
Deceased_Person,phase,is
Driver,role,can
Employee,role,is
Extented_Car_Rental_Agreement,phase,can
Functional_Car,phase,is
Governmental_Agency,subkind,can
Infant,phase,can
Insurable_Item,mixin,is
Insurance_Company,role,can
Insured_Driver,role,can
Junior_Employee,role,is
Licensing_Authority,subkind,is
Living_Person,phase,is
Man,subkind,is
Mid-level_Employee,role,is
Organization,kind,is
Organization_Unit,subkind,is
Parent,role,is
Passenger_Car,subkind,can
Person,kind,is
Personal_Customer,role,is
Receiver_Branch,role,can
Sender_Branch,role,can
Senior_Employee,role,is
Service_Depot,subkind,can
Spouse,role,is
Teenage,phase,is
Trainee,role,is
Transferred_Car,role,is
Woman,subkind,can
