class_name,stereotype_original,stereotype_gufo,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses,number_reachable_classes
A_requerimento_(art._12_I_c__segunda_parte),subkind,subkind,False,True,False,3,0,11
Definitiva_(art._12_I_b),subkind,subkind,False,True,False,3,0,11
Estrangeiros_de_qualquer_nacionalidade,subkind,subkind,False,True,False,2,0,11
Jus_sanguinis,subkind,subkind,False,False,True,2,4,11
Jus_solis_(art._12_I_a),subkind,subkind,False,True,False,2,0,11
Na_forma_de_lei,subkind,subkind,False,True,False,2,0,11
Nacionalidade_Brasileira,relator,kind,True,False,False,0,11,11
Nacionalidade_brasileira_nata,subkind,subkind,False,False,True,1,6,11
Nacionalidade_brasileira_naturalizada,subkind,subkind,False,False,True,1,3,11
Origem_país_de_língua_portuguesa,subkind,subkind,False,True,False,2,0,11
Registro_no_exterior_(art._12_I_c__primeira_parte),subkind,subkind,False,True,False,3,0,11
Suspensível,subkind,subkind,False,True,False,3,0,11
