class_name,class_original_classification,classification_final_list
Active_Car_Rental_Agreement,phase,is
Adult,phase,is
Branch,subkind,is
Car,kind,is
Car_Agency,subkind,can
Car_Manufacturer,role,is
Car_Needing_Maintenance,phase,is
Car_Needing_Repair,phase,is
Car_Rental_Agreement,kind,is
Car_Rental_Agreement_Closed_With_Damage,role,is
Car_Returned_with_Damage,role,is
Car_Scheduled_for_Maintenance,role,is
Car_Scheduled_for_Repair,role,is
Cargo_Car,subkind,is
Child,role,can
Closed_Car_Rental_Agreement,phase,is
Corporate_Customer,role,is
Customer,rolemixin,is
Deceased_Person,phase,can
Driver,role,is
Employee,role,is
Extented_Car_Rental_Agreement,phase,is
Functional_Car,phase,is
Governmental_Agency,subkind,is
Infant,phase,is
Insurable_Item,mixin,can
Insurance_Company,role,is
Insured_Driver,role,is
Junior_Employee,role,is
Licensing_Authority,subkind,is
Living_Person,phase,is
Man,subkind,can
Mid-level_Employee,role,is
Organization,kind,is
Organization_Unit,subkind,can
Parent,role,is
Passenger_Car,subkind,is
Person,kind,is
Personal_Customer,role,is
Receiver_Branch,role,is
Sender_Branch,role,can
Senior_Employee,role,is
Service_Depot,subkind,is
Spouse,role,can
Teenage,phase,is
Trainee,role,is
Transferred_Car,role,is
Woman,subkind,is
