class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Artifact,category,category,True,False,False,0,21
Artifact_CI,role,role,False,True,False,4,0
Artifact_Copy,category,category,False,True,False,1,0
Baseline,subkind,subkind,False,True,False,2,0
CR_Being_Solved,phase,phase,False,True,False,3,0
Change_Request_(CR),subkind,subkind,False,False,True,2,6
Closed_CR,phase,phase,False,True,False,3,0
Communicate_CR,phase,phase,False,True,False,3,0
Composite_Artifact,category,category,False,True,False,1,0
Configuration_Audit_Report,subkind,subkind,False,True,False,2,0
Configuration_Item_(CI),rolemixin,rolemixin,False,False,True,2,1
Configuration_Management_Plan,subkind,subkind,False,True,False,2,0
Deliverable_Product,subkind,subkind,False,True,False,2,0
Document,kind,kind,False,False,True,1,2
Evaluate_CR,phase,phase,False,True,False,3,0
Information_Item,kind,kind,False,False,True,1,9
Item,mixin,mixin,False,False,True,1,2
Model,kind,kind,False,True,False,1,0
Noncompliance_Register,none,other,False,True,False,2,0
Object,none,other,True,False,False,0,3
Reviewed_CR,phase,phase,False,True,False,3,0
Simple_Artifact,category,category,False,True,False,1,0
Software_Item,kind,kind,False,True,False,1,0
Software_Product,kind,kind,False,False,True,1,1
Solved_CR,phase,phase,False,True,False,3,0
