class_name,stereotype_original,stereotype_gufo,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses,number_reachable_classes
Active_Car_Rental_Agreement,phase,phase,False,True,False,2,0,47
Adult,phase,phase,False,False,True,2,3,47
Branch,subkind,subkind,False,False,True,3,2,47
Car,kind,kind,False,False,True,1,9,47
Car_Agency,subkind,subkind,False,True,False,2,0,47
Car_Manufacturer,role,role,False,True,False,2,0,47
Car_Needing_Maintenance,phase,phase,False,False,True,2,1,47
Car_Needing_Repair,phase,phase,False,False,True,2,1,47
Car_Rental_Agreement,relator,kind,False,False,True,1,4,47
Car_Rental_Agreement_Closed_With_Damage,role,role,False,True,False,3,0,47
Car_Returned_with_Damage,role,role,False,True,False,2,0,47
Car_Scheduled_for_Maintenance,role,role,False,True,False,3,0,47
Car_Scheduled_for_Repair,role,role,False,True,False,3,0,47
Cargo_Car,subkind,subkind,False,True,False,2,0,47
Child,role,role,False,True,False,1,0,47
Closed_Car_Rental_Agreement,phase,phase,False,False,True,2,1,47
Corporate_Customer,role,role,False,True,False,3,0,47
Customer,rolemixin,rolemixin,True,False,False,0,2,47
Deceased_Person,phase,phase,False,True,False,1,0,47
Driver,role,role,False,False,True,4,2,47
Driver's_License,relator,kind,True,False,False,0,2,2
Employee,role,role,False,False,True,1,4,47
Expired_Driver's_License,phase,phase,False,True,False,1,0,2
Extented_Car_Rental_Agreement,phase,phase,False,True,False,2,0,47
Functional_Car,phase,phase,False,True,False,2,0,47
Governmental_Agency,subkind,subkind,False,False,True,2,1,47
Infant,phase,phase,False,True,False,2,0,47
Insurable_Item,mixin,mixin,True,False,False,0,30,47
Insurance,relator,kind,True,False,False,0,1,1
Insurance_Company,role,role,False,True,False,2,0,47
Insured_Driver,role,role,False,True,False,5,0,47
Junior_Employee,role,role,False,True,False,2,0,47
Licensing_Authority,subkind,subkind,False,True,False,3,0,47
Living_Person,phase,phase,False,False,True,1,6,47
Man,subkind,subkind,False,True,False,1,0,47
Mid-level_Employee,role,role,False,True,False,2,0,47
Offline_Website,phase,phase,False,True,False,1,0,2
Online_Website,phase,phase,False,True,False,1,0,2
Organization,kind,kind,False,False,True,1,11,47
Organization_Unit,subkind,subkind,False,False,True,2,4,47
Parent,role,role,False,True,False,1,0,47
Passenger_Car,subkind,subkind,False,True,False,2,0,47
Person,kind,kind,True,False,False,0,18,47
Personal_Customer,role,role,False,True,False,6,0,47
Receiver_Branch,role,role,False,True,False,4,0,47
Rental_Insurance,relator,kind,False,True,False,1,0,1
Sender_Branch,role,role,False,True,False,4,0,47
Senior_Employee,role,role,False,True,False,2,0,47
Service_Depot,subkind,subkind,False,True,False,3,0,47
Spouse,role,role,False,True,False,1,0,47
Teenage,phase,phase,False,True,False,2,0,47
Trainee,role,role,False,True,False,2,0,47
Transferred_Car,role,role,False,True,False,2,0,47
Valid_Driver's_LIcense,phase,phase,False,True,False,1,0,2
Website,kind,kind,True,False,False,0,2,2
Woman,subkind,subkind,False,True,False,1,0,47
