class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Artifact,category,category,True,False,False,0,9
CASE_Tool,subkind,subkind,False,True,False,3,0
Composite_Artifact,category,category,False,False,True,1,3
Document,kind,kind,False,True,False,1,0
Hardware_Equipment,kind,kind,True,False,False,0,1
Hardware_Resource,role,role,False,True,False,2,0
Information_Item,kind,kind,False,True,False,1,0
Model,kind,kind,False,True,False,1,0
Resource,rolemixin,rolemixin,True,False,False,0,2
Simple_Artifact,category,category,False,True,False,1,0
Software_Item,kind,kind,False,True,False,1,0
Software_Product,kind,kind,False,False,True,2,2
Software_Resource,role,role,False,True,False,4,0
