class_name,class_original_classification,classification_final_list
Acting,kind,can
Action,kind,not
Action_Draft,kind,is
Action_Programming,kind,can
Algorithm,kind,not
Area_Control,kind,not
Area_Enclosure,kind,not
Area_Movement,kind,not
Assymetry,kind,not
Auction,kind,can
Betting,kind,can
Card_Draft,kind,can
Chit-pull,kind,can
Co-operative_Play,kind,not
Colection,kind,can
Commodity_Speculation,kind,not
Deck,kind,can
Dice_Rolling,kind,is
Draft,kind,not
Expression,kind,can
Gamble,kind,can
Game_Balance,kind,not
Goal,kind,not
Grid_Movement,kind,is
Impulse,kind,not
Line_Drawing,kind,can
Memory,kind,not
Movement,kind,not
Network_Building,kind,can
Partnership,kind,not
Pattern_Building,kind,can
Pattern_Recognition,kind,not
Phase,kind,not
Pick-up_and_Delivery,kind,not
Player_Elimination,kind,not
Point-toPointMovement,kind,not
Pool_Building,kind,can
Press_Your_Luck,kind,can
Random_Draw,kind,not
Resource_Management,kind,is
Rock-Paper-Scizors,kind,not
Role_Playing,kind,can
Ruleset,kind,is
Secret_Unit_Depoyment,kind,can
Set_Colection,kind,can
Simultaneous_Action_Selection,kind,can
Singing,kind,can
Stock_Holding,kind,is
Storytelling,kind,can
Take_That,kind,can
Teams,kind,not
Tile_Placement,kind,can
Time-Track,kind,not
Trading,kind,can
Trick-Taking,kind,can
Variable_Phase_Order,kind,not
Variable_Player_Powers,kind,not
Voting,kind,can
