class_name,class_original_classification,classification_final_list
Administrative_Department,subkind,not
Administrative_Organization,subkind,is
Advisory,subkind,not
Allocated_Department,role,not
Allocated_Office,role,not
Board,subkind,not
Border_Station,phase,is
Central_Office,phase,is
Department,subkind,is
Diagnostic_Laboratory,subkind,is
Local_Office,phase,is
Mobile_Unit,subkind,not
Office,subkind,is
Operational_Organization,subkind,is
Organization,kind,is
Regional_Office,phase,is
Section,subkind,not
Service_Station,phase,is
Station,subkind,not
Technical_Department,subkind,not
