class_name,class_original_classification,classification_final_list
Administrative_Department,subkind,can
Administrative_Organization,subkind,is
Advisory,subkind,can
Allocated_Department,role,can
Allocated_Office,role,is
Board,subkind,is
Border_Station,phase,can
Central_Office,phase,is
Department,subkind,can
Diagnostic_Laboratory,subkind,is
Local_Office,phase,is
Mobile_Unit,subkind,is
Office,subkind,is
Operational_Organization,subkind,is
Organization,kind,is
Regional_Office,phase,is
Section,subkind,is
Service_Station,phase,is
Station,subkind,can
Technical_Department,subkind,is
