class_name,class_original_classification,classification_final_list
Acting,kind,not
Action,kind,not
Action_Draft,kind,not
Action_Programming,kind,not
Algorithm,kind,is
Area_Control,kind,not
Area_Enclosure,kind,not
Area_Movement,kind,not
Assymetry,kind,not
Auction,kind,not
Betting,kind,not
Card_Draft,kind,not
Chit-pull,kind,not
Co-operative_Play,kind,not
Colection,kind,not
Commodity_Speculation,kind,not
Deck,kind,not
Dice_Rolling,kind,not
Draft,kind,not
Expression,kind,not
Gamble,kind,not
Game_Balance,kind,not
Goal,kind,not
Grid_Movement,kind,not
Impulse,kind,not
Line_Drawing,kind,not
Memory,kind,not
Movement,kind,not
Network_Building,kind,not
Partnership,kind,not
Pattern_Building,kind,not
Pattern_Recognition,kind,not
Phase,kind,not
Pick-up_and_Delivery,kind,not
Player_Elimination,kind,not
Point-toPointMovement,kind,not
Pool_Building,kind,not
Press_Your_Luck,kind,not
Random_Draw,kind,not
Resource_Management,kind,not
Rock-Paper-Scizors,kind,not
Role_Playing,kind,not
Ruleset,kind,not
Secret_Unit_Depoyment,kind,not
Set_Colection,kind,not
Simultaneous_Action_Selection,kind,not
Singing,kind,not
Stock_Holding,kind,not
Storytelling,kind,not
Take_That,kind,not
Teams,kind,not
Tile_Placement,kind,not
Time-Track,kind,not
Trading,kind,not
Trick-Taking,kind,not
Variable_Phase_Order,kind,not
Variable_Player_Powers,kind,not
Voting,kind,not
