class_name,class_original_classification,classification_final_list
Acting,kind,can
Action,kind,can
Action_Draft,kind,can
Action_Programming,kind,can
Algorithm,kind,not
Area_Control,kind,can
Area_Enclosure,kind,can
Area_Movement,kind,can
Assymetry,kind,not
Auction,kind,can
Betting,kind,can
Card_Draft,kind,can
Chit-pull,kind,can
Co-operative_Play,kind,not
Colection,kind,can
Commodity_Speculation,kind,can
Deck,kind,can
Dice_Rolling,kind,can
Draft,kind,can
Expression,kind,can
Gamble,kind,can
Game_Balance,kind,not
Goal,kind,can
Grid_Movement,kind,can
Impulse,kind,not
Line_Drawing,kind,can
Memory,kind,can
Movement,kind,can
Network_Building,kind,can
Partnership,kind,not
Pattern_Building,kind,can
Pattern_Recognition,kind,can
Phase,kind,not
Pick-up_and_Delivery,kind,can
Player_Elimination,kind,can
Point-toPointMovement,kind,can
Pool_Building,kind,can
Press_Your_Luck,kind,can
Random_Draw,kind,can
Resource_Management,kind,can
Rock-Paper-Scizors,kind,not
Role_Playing,kind,can
Ruleset,kind,is
Secret_Unit_Depoyment,kind,can
Set_Colection,kind,can
Simultaneous_Action_Selection,kind,can
Singing,kind,can
Stock_Holding,kind,can
Storytelling,kind,can
Take_That,kind,can
Teams,kind,not
Tile_Placement,kind,can
Time-Track,kind,not
Trading,kind,can
Trick-Taking,kind,can
Variable_Phase_Order,kind,not
Variable_Player_Powers,kind,not
Voting,kind,can
