class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Anorexia/_N�usea/_V�mito,subkind,subkind,False,True,False,3,0
Anosmia/Hiposmia/Ageusia_Repentina,subkind,subkind,False,True,False,3,0
Coriza,subkind,subkind,False,True,False,3,0
Diarreia,subkind,subkind,False,True,False,3,0
Dispneia,subkind,subkind,False,True,False,4,0
Dor_de_Cabe�a,subkind,subkind,False,True,False,3,0
Dor_de_Garganta,subkind,subkind,False,True,False,3,0
Estado_Mental_Alterado,subkind,subkind,False,True,False,3,0
Febre,subkind,subkind,False,True,False,4,0
Fraqueza/Fadiga_Geral,subkind,subkind,False,True,False,3,0
Mialgia,subkind,subkind,False,True,False,3,0
Sintoma,mode,kind,True,False,False,0,15
Sintoma_COVID-19,subkind,subkind,False,False,True,1,14
Sintoma_de_Crit�rio_Cl�nico_COVID-19_reconhecido_pela_ECDC,subkind,subkind,False,False,True,2,4
Sintoma_de_crit�rio_cl�nico_COVID-19_reconhecido_pela_OMS,subkind,subkind,False,False,True,2,11
Tosse,subkind,subkind,False,True,False,4,0
