execution_number,input_class_name,input_class_stereotype
1,InPreTe_Utilizada_como_Base,role
2,InPreTo_Utilizada_como_Base,role
3,Infração_Contratual,subkind
4,Infração_Graduada_por_Grupo,subkind
5,Infração_Graduada_por_Natureza,subkind
6,Infração_Grave,subkind
7,Infração_Gravíssima,subkind
8,Infração_Legal,subkind
9,Infração_Leve,subkind
10,Infração_Média,subkind
11,Infração_Prevista,kind
12,Infração_Prevista_com_MA,subkind
13,Infração_Prevista_de_Transporte,subkind
14,Infração_Prevista_de_Trânsito,subkind
15,Infração_Regulamentar,subkind
