execution_number,input_class_name,input_class_stereotype
1,Comando_Operacional,kind
2,Comando_Operacional_Temático,kind
3,Fiscalização,kind
4,Fiscalização_Apurativa,kind
5,Fiscalização_Apurativa_e_Punitiva,kind
6,Fiscalização_Autuadora,kind
7,Fiscalização_Constante,kind
8,Fiscalização_Direta,kind
9,Fiscalização_Especial,kind
10,Fiscalização_Eventual,kind
11,Fiscalização_Indireta,kind
12,Fiscalização_Indireta_Autuadora,kind
13,Fiscalização_Individual,kind
14,Fiscalização_Orientativa,kind
15,Fiscalização_Periódica,kind
16,Fiscalização_Preventiva,kind
17,Fiscalização_Relativa_ao_Prestador,kind
18,Fiscalização_Relativa_à_Prestação,kind
19,Fiscalização_Rodoviária,kind
20,Fiscalização_de_Excesso_de_Peso,kind
21,Fiscalização_de_Guichê,kind
22,Fiscalização_de_PEF,kind
23,Fiscalização_de_Plataforma,kind
24,Fiscalização_de_Produtos_Perigosos,kind
25,Fiscalização_de_RNTRC,kind
26,Fiscalização_de_Rotina,kind
27,Fiscalização_de_TFP,kind
28,Fiscalização_de_TRC,kind
29,Fiscalização_de_TRP,kind
30,Fiscalização_de_Terminal,kind
31,Fiscalização_de_Terminal_Com_PFA,kind
32,Fiscalização_de_VP,kind
33,Fiscalização_de_VP_de_Contrato,kind
34,Fiscalização_de_VP_de_Operadora_de_Rodovia,kind
35,Fiscalização_de_VP_de_Operadora_do_Meio_de_Pagamento,kind
36,Fiscalização_de_Órgão_Conveniado,kind
37,Fiscalização_em_Equipe,kind
38,Fiscalização_em_PFR,kind
39,Fiscalização_em_PPV,kind
40,Fiscalização_em_Posto_Fixo,kind
41,Fiscalização_em_Rodovia,kind
42,Fiscalização_em_Terminal_Sem_PFA,kind
43,Fiscalização_por_Denúncia,kind
44,Fiscalização_por_Equipamento,kind
