execution_number,input_class_name,input_class_stereotype
1,Acesso,subkind
2,Anel_Rodoviário,subkind
3,Aparelho_de_Fiscalização,kind
4,Ativo_Amortizado,phase
5,Ativo_Depreciado,phase
6,Ativo_Depreciável,rolemixin
7,Ativo_Explorado,mixin
8,Ativo_Imobilizado,rolemixin
9,Ativo_Intangível,mixin
10,Ativo_Investimento,mixin
11,Ativo_Permanente,mixin
12,Ativo_Sem_Amortização,phase
13,Ativo_Vendido,mixin
14,Ativo_com_Valor_Inicial,phase
15,Ação,kind
16,Ação_Ordinária,subkind
17,Ação_como_Ativo,role
18,Balança,kind
19,Balança_Fixa,subkind
20,Balança_Fixa_Dinâmica,subkind
21,Balança_Fixa_Estática,subkind
22,Balança_Ideal,phase
23,Balança_Móvel,subkind
24,Balança_com_Defeito,phase
25,Base_Operacional,subkind
26,Bem_Alugado,category
27,Bem_Arrendado,category
28,Bem_Cedido,category
29,Bem_Comprado,mixin
30,Bem_Construído,category
31,Bem_Especulativo,kind
32,Bem_Imaterial,kind
33,Bem_Imóvel,category
34,Bem_Material,category
35,Bem_Operacional,kind
36,Bem_Operacional_Alugado,subkind
37,Bem_Operacional_Arrendado,subkind
38,Bem_Operacional_Arrendado_Explorado,role
39,Bem_Operacional_Arrendado_Imobilizado,role
40,Bem_Operacional_Cedido,subkind
41,Bem_Operacional_Comprado,subkind
42,Bem_Operacional_Comprado_Explorado,role
43,Bem_Operacional_Comprado_Imobilizado,role
44,Bem_Operacional_Explorado,role
45,Bem_Operacional_Imobilizado,role
46,Bem_Segurado,rolemixin
47,Bem_da_Concessão,rolemixin
48,Bueiro,kind
49,Call_Box,kind
50,Centro_de_Atendimento_ao_Usuário,subkind
51,Centro_de_Controle_Operacional,subkind
52,Componente_Rodoviário,category
53,Componente_Rodoviário_Modificado_em_Concessão,rolemixin
54,Componente_de_Iluminação,kind
55,Componente_de_Iluminação_Ideal,phase
56,Componente_de_Iluminação_com_Defeito,phase
57,Contador_de_Veículo,subkind
58,Contorno_Rodoviário,subkind
59,Cruzamento,subkind
60,Cruzamento_Esconso,subkind
61,Cruzamento_Ortogonal,subkind
62,Cruzamento_com_Ilhas,subkind
63,Curva,kind
64,Câmera_CFTV,subkind
65,Descida_D'água,kind
66,Detector_de_Altura,kind
67,Dissipador_de_Energia,kind
68,Distrito,kind
69,Drenagem_Subterrânea,subkind
70,Drenagem_Superficial,subkind
71,Drenagem_de_Transposição_de_Talvegues,subkind
72,Drenagem_de_Travessia_Urbana,subkind
73,Drenagem_do_Pavimento,subkind
74,Dreno,kind
75,Edificação_Rodoviária_de_Apoio,subkind
76,Edificação_de_Rodovia,subkind
77,Elemento_Espacial,category
78,Elemento_Georreferenciado,category
79,Elemento_Linear,category
80,Elemento_Pontual,category
81,Elemento_Rodoviário_Modificado_em_Concessão,rolemixin
82,Elemento_de_Utilidade_Pública,category
83,Entroncamento,subkind
84,Entroncamento_em_T,subkind
85,Entroncamento_em_Y,subkind
86,Escada,kind
87,Estabelecimento,role
88,Estado,kind
89,Estação_Meteoreológica,kind
90,Faixa_de_Domínio,kind
91,Faixa_de_Domínio_Ideal,phase
92,Faixa_de_Domínio_Utilizada,role
93,Faixa_de_Domínio_com_Defeito,phase
94,Filial,role
95,Imóvel,category
96,Imóvel_Desapropriado,rolemixin
97,Imóvel_Desapropriado_com_Laudo_de_Avaliação,rolemixin
98,Imóvel_Edificado,kind
99,Imóvel_Edificado_Alugado,subkind
100,Imóvel_Edificado_Arrendado,subkind
101,Imóvel_Edificado_Arrendado_Explorado,role
