class_name,class_original_classification,classification_final_list
Active_Car_Rental_Agreement,phase,can
Adult,phase,is
Branch,subkind,can
Car,kind,can
Car_Agency,subkind,can
Car_Manufacturer,role,can
Car_Needing_Maintenance,phase,can
Car_Needing_Repair,phase,can
Car_Rental_Agreement,kind,can
Car_Rental_Agreement_Closed_With_Damage,role,can
Car_Returned_with_Damage,role,can
Car_Scheduled_for_Maintenance,role,can
Car_Scheduled_for_Repair,role,can
Cargo_Car,subkind,can
Child,role,not
Closed_Car_Rental_Agreement,phase,can
Corporate_Customer,role,can
Customer,rolemixin,not
Deceased_Person,phase,is
Driver,role,not
Employee,role,not
Extented_Car_Rental_Agreement,phase,can
Functional_Car,phase,can
Governmental_Agency,subkind,can
Infant,phase,is
Insurable_Item,mixin,can
Insurance_Company,role,can
Insured_Driver,role,not
Junior_Employee,role,not
Licensing_Authority,subkind,can
Living_Person,phase,is
Man,subkind,not
Mid-level_Employee,role,not
Organization,kind,can
Organization_Unit,subkind,can
Parent,role,not
Passenger_Car,subkind,can
Person,kind,is
Personal_Customer,role,not
Receiver_Branch,role,can
Sender_Branch,role,can
Senior_Employee,role,not
Service_Depot,subkind,can
Spouse,role,not
Teenage,phase,is
Trainee,role,not
Transferred_Car,role,can
Woman,subkind,not
