class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Absused_Person,role,role,False,True,False,5,0
Adult,phase,phase,False,True,False,4,0
Child,phase,phase,False,True,False,4,0
Circumstantial_Group,kind,kind,False,False,True,5,1
Common_Member,role,role,False,True,False,5,0
Criminal_Organisation,subkind,subkind,False,True,False,6,0
Deceased_Person,phase,phase,False,True,False,4,0
Detained,rolemixin,rolemixin,True,False,False,0,2
Detained_Group,role,role,False,True,False,7,0
Detained_person,role,role,False,True,False,5,0
Duty-bearer,rolemixin,rolemixin,False,False,True,4,3
Duty-bearer_representative,role,role,False,True,False,5,0
E-OPL:_Complex_Organisation,subkind,subkind,False,True,False,6,0
E-OPL:_Complex_Organisational_Unit,subkind,subkind,False,True,False,5,0
E-OPL:_Multiorganisation,subkind,subkind,False,True,False,5,0
E-OPL:_Organisation,kind,kind,False,False,True,4,9
E-OPL:_Organisational_Unit,kind,kind,False,False,True,4,2
E-OPL:_Simple_Organisation,subkind,subkind,False,True,False,6,0
E-OPL:_Simple_Organisational_Unit,subkind,subkind,False,True,False,5,0
E-OPL:_Standalone_Organisation,subkind,subkind,False,False,True,5,2
E-OPL:_Team,kind,kind,False,True,False,4,0
Ethnic_Group,subkind,subkind,False,True,False,6,0
Force_At_Work,rolemixin,rolemixin,False,True,False,1,0
Formal_Organisation,subkind,subkind,False,False,True,5,2
Group,category,category,False,False,True,4,5
Head_Member,role,role,False,True,False,5,0
Human_Rights_Mechanism,subkind,subkind,False,True,False,7,0
Identity_Group,kind,kind,False,False,True,5,2
Informal_Organisation,subkind,subkind,False,False,True,5,1
Information_Exchange_Record,subkind,subkind,False,True,False,4,0
Legal_Duty-bearer,rolemixin,rolemixin,False,False,True,5,1
Legal_Perpetrator,rolemixin,rolemixin,False,True,False,6,0
Legal_Victim,rolemixin,rolemixin,False,True,False,4,0
Living_Person,phase,phase,False,True,False,4,0
Material_Absuser,role,role,False,True,False,5,0
Monitoring_Event_Participant,role,role,False,False,True,4,5
Monitoring_Record,kind,kind,False,False,True,3,2
Monitoring_Staff,role,role,False,True,False,5,0
Moral_Duty-bearer,rolemixin,rolemixin,False,True,False,5,0
Nation_State,kind,kind,False,True,False,4,0
Natural_Person,kind,kind,False,False,True,3,14
Observation_Record,subkind,subkind,False,True,False,4,0
Official_Legal_Process,kind,kind,False,True,False,4,0
Official_Legal_Record,kind,kind,False,True,False,4,0
Organisation_Member,role,role,False,False,True,4,2
Religious_Group,subkind,subkind,False,True,False,6,0
Rights-holder,rolemixin,rolemixin,False,False,True,3,1
State_Authority,subkind,subkind,False,True,False,6,0
UFO-A:_Non-Agentive_Substantial,category,category,False,False,True,1,7
UFO-A:_Substantial,category,category,True,False,False,0,60
UFO-C:_Agent,category,category,False,False,True,1,50
UFO-C:_Collective_Social_Agent,category,category,False,False,True,3,7
UFO-C:_Human_Agent,category,category,False,False,True,2,15
UFO-C:_Institutional_Agent,category,category,False,False,True,3,16
UFO-C:_Social_Agent,category,category,False,False,True,2,33
UFO-C:_Social_Object,category,category,False,False,True,2,6
UFO-C:_Society,kind,kind,False,True,False,4,0
UFO-L:_Agentive_Legal_Institution,category,category,False,True,False,5,0
UFO-L:_Legal_Agent,category,category,False,False,True,3,7
UFO-L:_Legal_Object,category,category,False,False,True,3,2
UFO-L:_Singular_Legal_Agent,category,category,False,True,False,4,0
Witness,role,role,False,True,False,5,0
