class_name,stereotype_original,stereotype_gufo,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses,number_reachable_classes
Organization_Insured,role,role,True,False,False,0,1,15
Employer,role,role,False,False,True,2,2,15
Student,role,role,False,False,True,2,4,15
Educational_Supervisor,role,role,False,True,False,3,0,15
Insurance_Carrier,role,role,False,True,False,2,0,15
Internship_Provider_Organization,role,role,False,True,False,4,0,15
Full_Time_Internship,relator,kind,False,True,False,1,0,4
Obligatory_Internship,relator,kind,False,True,False,1,0,4
Intern,role,role,False,True,False,3,0,15
Post_Graduate_Student,role,role,False,True,False,3,0,15
Internship,relator,kind,True,False,False,0,4,4
Supervisor,role,role,False,True,False,3,0,15
Legal_Person,kind,kind,True,False,False,0,14,15
Part_Time_Internship,relator,kind,False,True,False,1,0,4
Natural_Person,subkind,subkind,False,False,True,1,8,15
Employee,role,role,False,False,True,2,2,15
Educational_Institution,role,role,False,True,False,3,0,15
Juridical_Person,subkind,subkind,False,False,True,1,4,15
Voluntary_Internship,relator,kind,False,True,False,1,0,4
College_Student,role,role,False,True,False,3,0,15
High_School_Student,role,role,False,True,False,3,0,15
