class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
College_Student,role,role,False,True,False,3,0
Educational_Institution,role,role,False,True,False,3,0
Educational_Supervisor,role,role,False,True,False,3,0
Employee,role,role,False,False,True,2,2
Employer,role,role,False,False,True,2,2
High_School_Student,role,role,False,True,False,3,0
Insurance_Carrier,role,role,False,True,False,2,0
Intern,role,role,False,True,False,3,0
Internship_Provider_Organization,role,role,False,True,False,4,0
Juridical_Person,subkind,subkind,False,False,True,1,4
Legal_Person,kind,kind,True,False,False,0,14
Natural_Person,subkind,subkind,False,False,True,1,8
Organization_Insured,role,role,True,False,False,0,1
Post_Graduate_Student,role,role,False,True,False,3,0
Student,role,role,False,False,True,2,4
Supervisor,role,role,False,True,False,3,0
