class_name,class_original_classification,classification_final_list
Able_Person,phase,can
Active_Agent,role,is
Adult,phase,can
Agent,mixin,can
Collective_Social_Agent,category,is
Crime_Agent,rolemixin,is
Crime_Author,role,is
Criminally_Incapable,phase,is
Criminally_Liable,phase,is
Guaranteed,role,can
Guarantor,role,can
Guarantor_Able_Person,role,is
Institutional_Agent,category,can
Juridical_Person,kind,can
Jurisdiction_Agent,rolemixin,is
Jurisdictional_State,role,can
Legal_Agent,rolemixin,can
Mentally_Healthy,phase,can
Mentally_Sick,phase,is
Natural_Person,kind,can
Passive_Agent,rolemixin,can
Passive_Juridical_Person,role,can
Passive_Person,role,is
Passive_Society,role,is
Physical_Agent,category,can
Social_Agent,category,is
Society,kind,can
State,kind,can
Underage,phase,can
