class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Artifact,none,other,True,False,False,0,13
Composite_Artifact,none,other,False,True,False,1,0
Corrective_Action_Register,none,other,False,True,False,2,0
Document,none,other,False,False,True,1,3
Evaluated_Artifact,role,role,False,True,False,1,0
Evaluation_Report,subkind,subkind,False,True,False,2,0
Information_Item,none,other,False,False,True,1,2
Model,none,other,False,True,False,1,0
Noncompliance_Register,subkind,subkind,False,True,False,2,0
Project_Plan,none,other,False,True,False,2,0
Quality_Assurance_Plan,subkind,subkind,False,True,False,2,0
Simple_Artifact,none,other,False,True,False,1,0
Software_Item,none,other,False,True,False,1,0
Software_Product,none,other,False,True,False,1,0
