class_name,stereotype_original,stereotype_gufo,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses,number_reachable_classes
Diagnosis,subkind,subkind,False,True,False,2,0,35
DiagnosticProcedure,subkind,subkind,False,True,False,4,0,35
Doctor,role,role,False,False,True,3,2,35
DoseSchedule,kind,kind,False,False,True,1,1,35
Drug,kind,kind,False,False,True,1,1,35
GeneralPractitioner,role,role,False,True,False,4,0,35
MedicalCondition,kind,kind,False,False,True,1,1,35
MedicalHistory,collective,kind,False,True,False,1,0,35
MedicalProcedure,relator,kind,False,False,True,1,8,35
MedicalProcedureOutcome,kind,kind,False,False,True,1,3,35
MedicalProcedureTrigger,mixin,mixin,True,False,False,0,4,35
MildSymptom,phase,phase,False,True,False,3,0,35
NamedEntity,category,category,True,False,False,0,34,35
NonSevereOutcome,phase,phase,False,True,False,2,0,35
PalliativeProcedure,subkind,subkind,False,True,False,3,0,35
Patient,role,role,False,False,True,3,2,35
PatientReport,relator,kind,False,False,True,1,4,35
Person,kind,kind,False,False,True,1,7,35
PhysicalExam,subkind,subkind,False,True,False,3,0,35
PrescribedDoseSchedule,role,role,False,True,False,2,0,35
PrescribedDrug,role,role,False,True,False,2,0,35
Prescription,relator,kind,False,True,False,1,0,35
PresenceMedicalProcedure,subkind,subkind,False,False,True,2,6,35
PreviousIllness,subkind,subkind,False,True,False,3,0,35
RemoteMedicalProcedure,subkind,subkind,False,False,True,2,2,35
ReportingPatient,role,role,False,False,True,4,1,35
SevereOutcome,phase,phase,False,True,False,3,0,35
SevereSymptom,phase,phase,False,True,False,4,0,35
SpecialistDoctor,role,role,False,True,False,4,0,35
SpecialistMedicalProcedure,role,role,False,True,False,3,0,35
SurgicalProcedure,subkind,subkind,False,True,False,3,0,35
Symptom,subkind,subkind,False,False,True,2,2,35
TherapeuticProcedure,subkind,subkind,False,True,False,4,0,35
TreatmentPatient,role,role,False,True,False,5,0,35
User,subkind,subkind,False,False,True,2,6,35
VisitRequest,subkind,subkind,False,True,False,3,0,35
