class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Diagnosis,subkind,subkind,False,True,False,2,0
DiagnosticProcedure,subkind,subkind,False,True,False,4,0
Doctor,role,role,False,False,True,3,2
DoseSchedule,kind,kind,False,False,True,1,1
Drug,kind,kind,False,False,True,1,1
GeneralPractitioner,role,role,False,True,False,4,0
MedicalCondition,kind,kind,False,False,True,1,1
MedicalHistory,collective,kind,False,True,False,1,0
MedicalProcedure,relator,kind,False,False,True,1,8
MedicalProcedureOutcome,kind,kind,False,False,True,1,3
MedicalProcedureTrigger,mixin,mixin,True,False,False,0,4
MildSymptom,phase,phase,False,True,False,3,0
NamedEntity,category,category,True,False,False,0,34
NonSevereOutcome,phase,phase,False,True,False,2,0
PalliativeProcedure,subkind,subkind,False,True,False,3,0
Patient,role,role,False,False,True,3,2
PatientReport,relator,kind,False,False,True,1,4
Person,kind,kind,False,False,True,1,7
PhysicalExam,subkind,subkind,False,True,False,3,0
PrescribedDoseSchedule,role,role,False,True,False,2,0
PrescribedDrug,role,role,False,True,False,2,0
Prescription,relator,kind,False,True,False,1,0
PresenceMedicalProcedure,subkind,subkind,False,False,True,2,6
PreviousIllness,subkind,subkind,False,True,False,3,0
RemoteMedicalProcedure,subkind,subkind,False,False,True,2,2
ReportingPatient,role,role,False,False,True,4,1
SevereOutcome,phase,phase,False,True,False,3,0
SevereSymptom,phase,phase,False,True,False,4,0
SpecialistDoctor,role,role,False,True,False,4,0
SpecialistMedicalProcedure,role,role,False,True,False,3,0
SurgicalProcedure,subkind,subkind,False,True,False,3,0
Symptom,subkind,subkind,False,False,True,2,2
TherapeuticProcedure,subkind,subkind,False,True,False,4,0
TreatmentPatient,role,role,False,True,False,5,0
User,subkind,subkind,False,False,True,2,6
VisitRequest,subkind,subkind,False,True,False,3,0
