class_name,class_original_classification,classification_final_list
Administrative_Department,subkind,can
Administrative_Organization,subkind,is
Advisory,subkind,is
Allocated_Department,role,is
Allocated_Office,role,can
Board,subkind,is
Border_Station,phase,can
Central_Office,phase,can
Department,subkind,can
Diagnostic_Laboratory,subkind,is
Local_Office,phase,can
Mobile_Unit,subkind,can
Office,subkind,can
Operational_Organization,subkind,can
Organization,kind,is
Regional_Office,phase,can
Section,subkind,is
Service_Station,phase,can
Station,subkind,can
Technical_Department,subkind,is
