class_name,class_original_classification,classification_final_list
Administrative_Department,subkind,can
Administrative_Organization,subkind,can
Advisory,subkind,can
Allocated_Department,role,can
Allocated_Office,role,can
Allocation_Unit,role,is
Board,subkind,is
Border_Station,phase,is
Central_Office,phase,can
Department,subkind,is
Diagnostic_Laboratory,subkind,is
Local_Office,phase,is
Mobile_Unit,subkind,is
Office,subkind,is
Operational_Organization,subkind,is
Organization,kind,is
Regional_Office,phase,can
Section,subkind,can
Service_Station,phase,is
Station,subkind,is
Technical_Department,subkind,is
