class_name,class_original_classification,classification_final_list
Acting,kind,can
Action,kind,not
Action_Draft,kind,not
Action_Programming,kind,can
Algorithm,kind,not
Area_Control,kind,not
Area_Enclosure,kind,not
Area_Movement,kind,not
Assymetry,kind,not
Auction,kind,can
Betting,kind,can
Card_Draft,kind,not
Chit-pull,kind,can
Co-operative_Play,kind,can
Colection,kind,not
Commodity_Speculation,kind,can
Deck,kind,can
Dice_Rolling,kind,can
Draft,kind,is
Expression,kind,can
Gamble,kind,can
Game_Balance,kind,is
Goal,kind,not
Grid_Movement,kind,not
Impulse,kind,can
Line_Drawing,kind,can
Memory,kind,not
Movement,kind,is
Network_Building,kind,can
Partnership,kind,can
Pattern_Building,kind,can
Pattern_Recognition,kind,not
Phase,kind,can
Pick-up_and_Delivery,kind,not
Player_Elimination,kind,is
Point-toPointMovement,kind,not
Pool_Building,kind,is
Press_Your_Luck,kind,can
Random_Draw,kind,can
Resource_Management,kind,not
Rock-Paper-Scizors,kind,not
Role_Playing,kind,can
Ruleset,kind,not
Secret_Unit_Depoyment,kind,can
Set_Colection,kind,can
Simultaneous_Action_Selection,kind,can
Singing,kind,can
Stock_Holding,kind,can
Storytelling,kind,can
Take_That,kind,can
Teams,kind,can
Tile_Placement,kind,is
Time-Track,kind,can
Trading,kind,can
Trick-Taking,kind,can
Variable_Phase_Order,kind,can
Variable_Player_Powers,kind,not
Voting,kind,can
