class_name,class_original_classification,classification_final_list
Acting,kind,can
Action,kind,not
Action_Draft,kind,can
Action_Programming,kind,can
Algorithm,kind,not
Area_Control,kind,can
Area_Enclosure,kind,can
Area_Movement,kind,can
Assymetry,kind,is
Auction,kind,can
Betting,kind,not
Card_Draft,kind,can
Chit-pull,kind,can
Co-operative_Play,kind,not
Colection,kind,is
Commodity_Speculation,kind,can
Deck,kind,can
Dice_Rolling,kind,can
Draft,kind,can
Expression,kind,can
Gamble,kind,is
Game_Balance,kind,not
Goal,kind,not
Grid_Movement,kind,can
Impulse,kind,can
Line_Drawing,kind,is
Memory,kind,is
Movement,kind,can
Network_Building,kind,not
Partnership,kind,not
Pattern_Building,kind,can
Pattern_Recognition,kind,not
Phase,kind,can
Pick-up_and_Delivery,kind,not
Player_Elimination,kind,not
Point-toPointMovement,kind,can
Pool_Building,kind,not
Press_Your_Luck,kind,can
Random_Draw,kind,can
Resource_Management,kind,not
Rock-Paper-Scizors,kind,can
Role_Playing,kind,can
Ruleset,kind,not
Secret_Unit_Depoyment,kind,can
Set_Colection,kind,not
Simultaneous_Action_Selection,kind,can
Singing,kind,can
Stock_Holding,kind,can
Storytelling,kind,can
Take_That,kind,can
Teams,kind,is
Tile_Placement,kind,can
Time-Track,kind,can
Trading,kind,can
Trick-Taking,kind,not
Variable_Phase_Order,kind,can
Variable_Player_Powers,kind,not
Voting,kind,can
