class_name,class_original_classification,classification_final_list
Comando_Operacional,kind,not
Comando_Operacional_Temático,kind,not
Fiscalização,kind,is
Fiscalização_Apurativa,kind,not
Fiscalização_Apurativa_e_Punitiva,kind,not
Fiscalização_Autuadora,kind,not
Fiscalização_Constante,kind,not
Fiscalização_Direta,kind,not
Fiscalização_Especial,kind,not
Fiscalização_Eventual,kind,not
Fiscalização_Indireta,kind,not
Fiscalização_Indireta_Autuadora,kind,not
Fiscalização_Individual,kind,not
Fiscalização_Orientativa,kind,not
Fiscalização_Periódica,kind,not
Fiscalização_Preventiva,kind,not
Fiscalização_Relativa_ao_Prestador,kind,not
Fiscalização_Relativa_à_Prestação,kind,not
Fiscalização_Rodoviária,kind,not
Fiscalização_de_Excesso_de_Peso,kind,not
Fiscalização_de_Guichê,kind,not
Fiscalização_de_PEF,kind,not
Fiscalização_de_Plataforma,kind,not
Fiscalização_de_Produtos_Perigosos,kind,not
Fiscalização_de_RNTRC,kind,not
Fiscalização_de_Rotina,kind,not
Fiscalização_de_TFP,kind,not
Fiscalização_de_TRC,kind,not
Fiscalização_de_TRP,kind,not
Fiscalização_de_Terminal,kind,can
Fiscalização_de_Terminal_Com_PFA,kind,not
Fiscalização_de_VP,kind,not
Fiscalização_de_VP_de_Contrato,kind,not
Fiscalização_de_VP_de_Operadora_de_Rodovia,kind,not
Fiscalização_de_VP_de_Operadora_do_Meio_de_Pagamento,kind,not
Fiscalização_de_Órgão_Conveniado,kind,not
Fiscalização_em_Equipe,kind,not
Fiscalização_em_PFR,kind,not
Fiscalização_em_PPV,kind,not
Fiscalização_em_Posto_Fixo,kind,not
Fiscalização_em_Rodovia,kind,not
Fiscalização_em_Terminal_Sem_PFA,kind,not
Fiscalização_por_Denúncia,kind,not
Fiscalização_por_Equipamento,kind,not
