class_name,stereotype_original,stereotype_gufo,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses,number_reachable_classes
Woman,subkind,subkind,False,False,True,1,1,9
CirculatorySystem,collective,kind,False,True,False,1,0,5
DigestiveSystem,collective,kind,False,True,False,1,0,5
Adult,phase,phase,False,True,False,1,0,9
Child,phase,phase,False,True,False,1,0,9
Patient,role,role,False,True,False,1,0,9
MetabolicDisease,collective,kind,False,True,False,1,0,5
HealthProfessional,role,role,False,True,False,1,0,9
Person,kind,kind,True,False,False,0,9,9
RespiratorySystem,collective,kind,False,True,False,1,0,5
Teenager,phase,phase,False,True,False,1,0,9
PregnantWoman,phase,phase,False,True,False,2,0,9
NervousSystem,collective,kind,False,True,False,1,0,5
Elder,phase,phase,False,True,False,1,0,9
Man,subkind,subkind,False,True,False,1,0,9
ICD,category,category,True,False,False,0,5,5
